County,SecondDate,Cases_Change,Cases_Change%,Transit_Change,Transit_Change%,Transit_Level,Driving_Change,Driving_Change%,Driving_Level,Walking_Change,Walking_Change%,Walking_Level,Table_Change,Table_Change%,Table_Level
Queens,4/10/2020,24,0.012108981,0.1,0.006858711,14.68,4.66,0.118454499,44,4.56,0.134951169,38.35,0,0,0
Richmond,4/10/2020,-99,-0.134146341,1.14,0.055937193,21.52,8.87,0.178291457,58.62,8.1,0.134887594,68.15,0,0,0
Suffolk,4/10/2020,-278,-0.154874652,7.07,0.211486689,40.5,12.17,0.239190252,63.05,19.72,0.304133251,84.56,0,0,0
Westchester,4/10/2020,-44,-0.039391226,2.86,0.133957845,24.21,6.88,0.163420428,48.98,6.8,0.138832176,55.78,0,0,0
Albany,4/14/2020,15,0.714285714,10.25,0.333658854,40.97,8.65,0.180358632,56.61,11.75,0.234390584,61.88,0,0,0
Bronx,4/14/2020,-233,-0.183898974,2.5,0.111706881,24.88,7.95,0.171817592,54.22,10.09,0.243249759,51.57,0,0,0
Erie,4/14/2020,-21,-0.233333333,2.28,0.056772908,42.44,9.02,0.190617075,56.34,12.34,0.229240201,66.17,0,0,0
Kings,4/14/2020,-25,-0.020661157,2.43,0.152830189,18.33,7.15,0.165970288,50.23,10.07,0.355202822,38.42,0,0,0
Monroe,4/14/2020,2,0.08,-1.38,-0.03704698,35.87,8.09,0.146108001,63.46,15.37,0.281089978,70.05,0,0,0
Nassau,4/14/2020,87,0.108074534,3.68,0.169039963,25.45,13.47,0.353172522,51.61,22.38,0.481186842,68.89,0,0,0
New York,4/14/2020,-198,-0.380769231,0.47,0.071428571,7.05,1.77,0.095675676,20.27,1.97,0.312698413,8.27,0,0,0
Onondaga,4/14/2020,-9,-0.346153846,7.99,0.188044246,50.48,7.04,0.133333333,59.84,2.79,0.065941858,45.1,0,0,0
Queens,4/14/2020,-345,-0.248201439,1.64,0.111792774,16.31,6.8,0.179656539,44.65,12.27,0.397730956,43.12,0,0,0
Richmond,4/14/2020,11,0.036065574,0.57,0.02464332,23.7,10.92,0.245724572,55.36,13.01,0.267640403,61.62,0,0,0
Suffolk,4/14/2020,339,0.478138223,6.69,0.218842002,37.26,19.09,0.436742164,62.8,34.46,0.590270641,92.84,0,0,0
Westchester,4/14/2020,-68,-0.143763214,2.78,0.120294245,25.89,10.61,0.263537009,50.87,14.85,0.304677883,63.59,0,0,0
Albany,4/15/2020,-23,-0.638888889,-5.83,-0.142299243,35.14,1.99,0.0351528,58.6,1.73,0.027957337,63.61,0,0,0
Bronx,4/15/2020,-235,-0.227272727,-1.03,-0.041398714,23.85,3.27,0.060309849,57.49,1.09,0.02113632,52.66,0,0,0
Erie,4/15/2020,13,0.188405797,-6.9,-0.162582469,35.54,3.34,0.059282925,59.68,-1.74,-0.026295904,64.43,0,0,0
Kings,4/15/2020,-419,-0.353586498,-1.41,-0.076923077,16.92,0.85,0.016922158,51.08,-1.4,-0.036439355,37.02,0,0,0
Monroe,4/15/2020,7,0.259259259,2.85,0.079453582,38.72,4.78,0.075323038,68.24,-2.55,-0.03640257,67.5,0,0,0
Nassau,4/15/2020,573,0.642376682,-3.35,-0.131630648,22.1,-0.61,-0.011819415,51,-4.5,-0.065321527,64.39,0,0,0
New York,4/15/2020,-45,-0.139751553,-0.18,-0.025531915,6.87,0.29,0.014306857,20.56,-0.29,-0.035066505,7.98,0,0,0
Onondaga,4/15/2020,9,0.529411765,-5.87,-0.116283677,44.61,3.65,0.060995989,63.49,-0.93,-0.020620843,44.17,0,0,0
Queens,4/15/2020,-86,-0.082296651,-1.08,-0.066217045,15.23,0.98,0.021948488,45.63,-1.5,-0.034786642,41.62,0,0,0
Richmond,4/15/2020,-56,-0.17721519,-1.65,-0.069620253,22.05,1.81,0.032695087,57.17,2.2,0.035702694,63.82,0,0,0
Suffolk,4/15/2020,-216,-0.20610687,-1.53,-0.041062802,35.73,-0.71,-0.011305732,62.09,-4.16,-0.044808272,88.68,0,0,0
Westchester,4/15/2020,351,0.866666667,-2.14,-0.082657397,23.75,-0.44,-0.008649499,50.43,0.94,0.014782198,64.53,0,0,0
Albany,4/16/2020,20,1.538461538,2.06,0.058622652,37.2,1,0.017064846,59.6,-5.54,-0.087093224,58.07,0,0,0
Bronx,4/16/2020,-76,-0.095118899,-0.29,-0.012159329,23.56,-0.29,-0.005044356,57.2,0.5,0.009494873,53.16,0,0,0
Erie,4/16/2020,57,0.695121951,3.25,0.091446258,38.79,-0.6,-0.010053619,59.08,-1.08,-0.016762378,63.35,0,0,0
Kings,4/16/2020,386,0.503916449,-0.02,-0.001182033,16.9,1.01,0.019772905,52.09,-1.32,-0.035656402,35.7,0,0,0
Monroe,4/16/2020,14,0.411764706,-1.73,-0.044679752,36.99,-1.21,-0.017731536,67.03,-0.62,-0.009185185,66.88,0,0,0
Nassau,4/16/2020,-408,-0.278498294,0.07,0.003167421,22.17,1.06,0.020784314,52.06,-3.44,-0.053424445,60.95,0,0,0
New York,4/16/2020,131,0.472924188,0,0,6.87,0.15,0.00729572,20.71,-0.16,-0.020050125,7.82,0,0,0
Onondaga,4/16/2020,-10,-0.384615385,-9.83,-0.220354181,34.78,0.27,0.004252638,63.76,-0.11,-0.002490378,44.06,0,0,0
Queens,4/16/2020,61,0.063607925,-0.29,-0.019041366,14.94,0.07,0.001534078,45.7,-1.32,-0.031715521,40.3,0,0,0
Richmond,4/16/2020,-67,-0.257692308,0.62,0.028117914,22.67,1.73,0.030260626,58.9,2.45,0.03838922,66.27,0,0,0
Suffolk,4/16/2020,457,0.549278846,-0.23,-0.006437168,35.5,2.18,0.035110324,64.27,0.84,0.00947226,89.52,0,0,0
Westchester,4/16/2020,125,0.165343915,-1.93,-0.081263158,21.82,0.63,0.012492564,51.06,-6.82,-0.105687277,57.71,0,0,0
Albany,4/17/2020,5,0.151515152,-3.3,-0.088709677,33.9,6.57,0.110234899,66.17,16.5,0.284139831,74.57,0,0,0
Bronx,4/17/2020,390,0.539419087,0.29,0.012308998,23.85,5.34,0.093356643,62.54,3.86,0.072610986,57.02,0,0,0
Erie,4/17/2020,-67,-0.482014388,-1.75,-0.04511472,37.04,6.8,0.115098172,65.88,9.68,0.152801894,73.03,0,0,0
Kings,4/17/2020,-70,-0.060763889,0.06,0.003550296,16.96,6.09,0.116913035,58.18,3.3,0.092436975,39,0,0,0
Monroe,4/17/2020,-5,-0.104166667,5.47,0.147877805,42.46,9.49,0.141578398,76.52,7.26,0.108552632,74.14,0,0,0
Nassau,4/17/2020,-290,-0.2743614,-1.14,-0.051420839,21.03,5.81,0.111601998,57.87,6.4,0.105004102,67.35,0,0,0
New York,4/17/2020,52,0.12745098,-0.02,-0.002911208,6.85,2.02,0.097537422,22.73,0.61,0.078005115,8.43,0,0,0
Onondaga,4/17/2020,3,0.1875,6.65,0.19120184,41.43,8.8,0.138017566,72.56,9.43,0.214026328,53.49,0,0,0
Queens,4/17/2020,317,0.310784314,0.37,0.02476573,15.31,3.57,0.078118162,49.27,1.99,0.049379653,42.29,0,0,0
Richmond,4/17/2020,101,0.523316062,-0.83,-0.036612263,21.84,6.2,0.105263158,65.1,3.32,0.050098084,69.59,0,0,0
Suffolk,4/17/2020,-1066,-0.826997673,-1,-0.028169014,34.5,4.28,0.066594056,68.55,4.79,0.053507596,94.31,0,0,0
Westchester,4/17/2020,-233,-0.264472191,1.98,0.090742438,23.8,3.75,0.073443008,54.81,4.34,0.075203604,62.05,0,0,0
Albany,4/21/2020,12,2.4,-5.36,-0.123559244,38.02,-3.16,-0.052833974,56.65,-12.82,-0.181586402,57.78,0,0,0
Bronx,4/21/2020,-361,-0.385683761,-1.53,-0.059141863,24.34,-4.2,-0.070588235,55.3,-7.21,-0.126137159,49.95,0,0,0
Erie,4/21/2020,92,1,-8.36,-0.174493843,39.55,-6.02,-0.092700955,58.92,-19.45,-0.236445417,62.81,0,0,0
Kings,4/21/2020,-385,-0.386934673,-1.8,-0.095541401,17.04,-2.84,-0.052563391,51.19,-5.72,-0.144044321,33.99,0,0,0
Monroe,4/21/2020,-6,-0.272727273,-4.74,-0.108219178,39.06,-5.58,-0.078195067,65.78,-17.24,-0.209071065,65.22,0,0,0
Nassau,4/21/2020,-262,-0.394578313,-3.76,-0.162138853,19.43,-2.5,-0.049534377,47.97,-10.64,-0.167374548,52.93,0,0,0
New York,4/21/2020,-136,-0.402366864,-0.34,-0.047091413,6.88,-0.96,-0.044797014,20.47,-0.86,-0.102994012,7.49,0,0,0
Onondaga,4/21/2020,-9,-1,-3.76,-0.084286035,40.85,-7.98,-0.114425007,61.76,-10.44,-0.194377211,43.27,0,0,0
Queens,4/21/2020,-382,-0.340160285,-1.44,-0.085816448,15.34,-3.82,-0.07950052,44.23,-8.69,-0.190570175,36.91,0,0,0
Richmond,4/21/2020,-125,-0.440140845,0.91,0.042523364,22.31,-1.79,-0.031179237,55.62,-3.73,-0.05911252,59.37,0,0,0
Suffolk,4/21/2020,-665,-0.536723164,-3.54,-0.098360656,32.45,-4.17,-0.067694805,57.43,-12.77,-0.152350274,71.05,0,0,0
Westchester,4/21/2020,-153,-0.30417495,-2.98,-0.113135915,23.36,-4.08,-0.080968446,46.31,-8.72,-0.136505949,55.16,0,0,0
Albany,4/22/2020,16,0.941176471,-1,-0.026301946,37.02,1.9,0.033539276,58.55,2.84,0.049151956,60.62,0,0,0
Bronx,4/22/2020,-23,-0.04,0.96,0.039441249,25.3,5.31,0.0960217,60.61,6.79,0.135935936,56.74,0,0,0
Erie,4/22/2020,-92,-1,-4.28,-0.108217446,35.27,4.15,0.070434487,63.07,6.77,0.107785384,69.58,0,0,0
Kings,4/22/2020,50,0.081967213,0.86,0.050469484,17.9,6.94,0.135573354,58.13,6.52,0.191821124,40.51,0,0,0
Monroe,4/22/2020,26,1.625,-1.85,-0.047363031,37.21,5.35,0.081331712,71.13,1.94,0.029745477,67.16,0,0,0
Nassau,4/22/2020,74,0.184079602,2.25,0.115800309,21.68,7.97,0.166145508,55.94,12.53,0.236727754,65.46,0,0,0
New York,4/22/2020,-7,-0.034653465,0.13,0.018895349,7.01,1.66,0.081094284,22.13,0.93,0.124165554,8.42,0,0,0
Onondaga,4/22/2020,21,1,-4.14,-0.101346389,36.71,1.42,0.022992228,63.18,-1.68,-0.038825976,41.59,0,0,0
Queens,4/22/2020,145,0.195681511,0.79,0.051499348,16.13,3.65,0.082523174,47.88,4.77,0.12923327,41.68,0,0,0
Richmond,4/22/2020,-17,-0.106918239,-1.37,-0.061407441,20.94,5.81,0.104458828,61.43,3.18,0.053562405,62.55,0,0,0
Suffolk,4/22/2020,-421,-0.733449477,2.77,0.085362096,35.22,9.6,0.167160021,67.03,16.56,0.233075299,87.61,0,0,0
Westchester,4/22/2020,270,0.771428571,2.34,0.100171233,25.7,7.32,0.158065213,53.63,8.06,0.146120377,63.22,0,0,0
Albany,4/23/2020,-12,-0.363636364,-1.06,-0.028633171,35.96,4.36,0.074466268,62.91,5.54,0.091388981,66.16,0,0,0
Bronx,4/23/2020,451,0.817028986,-0.58,-0.022924901,24.72,-0.63,-0.010394324,59.98,-0.92,-0.016214311,55.82,0,0,0
Erie,4/23/2020,166,1,1.19,0.033739722,36.46,0.25,0.00396385,63.32,-1.68,-0.024144869,67.9,0,0,0
Kings,4/23/2020,353,0.534848485,-0.28,-0.015642458,17.62,-1.99,-0.034233614,56.14,-3.13,-0.077264873,37.38,0,0,0
Monroe,4/23/2020,-2,-0.047619048,-2.76,-0.074173609,34.45,1.06,0.014902292,72.19,0.11,0.00163788,67.27,0,0,0
Nassau,4/23/2020,93,0.195378151,-0.16,-0.007380074,21.52,-2.57,-0.045942081,53.37,-1.5,-0.022914757,63.96,0,0,0
New York,4/23/2020,198,1.015384615,0.08,0.011412268,7.09,-0.22,-0.009941256,21.91,-0.46,-0.054631829,7.96,0,0,0
Onondaga,4/23/2020,-88,-4.19047619,0.67,0.018251158,37.38,6.88,0.10889522,70.06,12.9,0.310170714,54.49,0,0,0
Queens,4/23/2020,362,0.408577878,0.23,0.014259144,16.36,-0.08,-0.001670844,47.8,-0.89,-0.021353167,40.79,0,0,0
Richmond,4/23/2020,88,0.61971831,0.63,0.03008596,21.57,-2.19,-0.035650334,59.24,5.4,0.086330935,67.95,0,0,0
Suffolk,4/23/2020,560,3.660130719,0.03,0.000851789,35.25,-1.47,-0.021930479,65.56,-6.29,-0.071795457,81.32,0,0,0
Westchester,4/23/2020,63,0.101612903,-2.25,-0.087548638,23.45,-1.49,-0.027782957,52.14,-5.55,-0.087788674,57.67,0,0,0
Albany,4/24/2020,26,1.238095238,2.42,0.067296997,38.38,5.8,0.092195199,68.71,5.2,0.07859734,71.36,0,0,0
Bronx,4/24/2020,-344,-0.342971087,0.12,0.004854369,24.84,4.66,0.077692564,64.64,-0.36,-0.006449301,55.46,0,0,0
Erie,4/24/2020,-13,-0.078313253,7.37,0.202139331,43.83,11.44,0.180669615,74.76,18.28,0.26921944,86.18,0,0,0
Kings,4/24/2020,-88,-0.086870681,0.04,0.002270148,17.66,3.69,0.065728536,59.83,-0.22,-0.0058855,37.16,0,0,0
Monroe,4/24/2020,7,0.175,4.83,0.140203193,39.28,11.73,0.162487879,83.92,11.96,0.177790992,79.23,0,0,0
Nassau,4/24/2020,72,0.126537786,-0.89,-0.041356877,20.63,3.91,0.073262132,57.28,0.89,0.013914947,64.85,0,0,0
New York,4/24/2020,-7,-0.017811705,-0.12,-0.016925247,6.97,1.59,0.072569603,23.5,-0.01,-0.001256281,7.95,0,0,0
Onondaga,4/24/2020,106,-1.582089552,2.12,0.056714821,39.5,9.23,0.131744219,79.29,-1.72,-0.031565425,52.77,0,0,0
Queens,4/24/2020,-283,-0.226762821,-0.16,-0.009779951,16.2,2.09,0.043723849,49.89,-1.06,-0.025986761,39.73,0,0,0
Richmond,4/24/2020,-9,-0.039130435,0.1,0.004636069,21.67,5.27,0.088960162,64.51,-3.07,-0.04518028,64.88,0,0,0
Suffolk,4/24/2020,326,0.457223001,-1.25,-0.035460993,34,1.7,0.025930445,67.26,3.19,0.039227742,84.51,0,0,0
Westchester,4/24/2020,-9,-0.01317716,0.29,0.012366738,23.74,3.92,0.075182202,56.06,3.01,0.052193515,60.68,0,0,0
Albany,4/28/2020,-1,-0.032258065,5.41,0.135759097,45.26,8.81,0.154480098,65.84,14.21,0.242243437,72.87,0,0,0
Bronx,4/28/2020,-171,-0.287878788,1.37,0.051465064,27.99,5.74,0.093744896,66.97,7.89,0.141983084,63.46,0,0,0
Erie,4/28/2020,1,0.014925373,-1.41,-0.030270502,45.17,3.71,0.054987402,71.18,3.24,0.037863737,88.81,0,0,0
Kings,4/28/2020,-222,-0.342592593,1.81,0.096533333,20.56,7.02,0.128854626,61.5,12.31,0.335971616,48.95,0,0,0
Monroe,4/28/2020,25,1.666666667,-4.65,-0.109180559,37.94,7.09,0.100268703,77.8,7.12,0.096910304,80.59,0,0,0
Nassau,4/28/2020,-123,-0.358600583,2.35,0.101075269,25.6,10.28,0.199418041,61.83,25.15,0.402657701,87.61,0,0,0
New York,4/28/2020,-264,-0.636144578,0.57,0.07755102,7.92,3.29,0.149886105,25.24,2.7,0.340050378,10.64,0,0,0
Onondaga,4/28/2020,-18,-0.529411765,-2.02,-0.048651252,39.5,11.25,0.168337573,78.08,12.72,0.281291464,57.94,0,0,0
Queens,4/28/2020,-233,-0.294936709,0.83,0.045932485,18.9,6.79,0.14321873,54.2,9.25,0.227384464,49.93,0,0,0
Richmond,4/28/2020,-56,-0.383561644,0.6,0.025104603,24.5,11.93,0.21518759,67.37,19.71,0.333558978,78.8,0,0,0
Suffolk,4/28/2020,-157,-0.381995134,6.26,0.165564665,44.07,14.07,0.226972092,76.06,28.45,0.353372252,108.96,0,0,0
Westchester,4/28/2020,-105,-0.306122449,1.63,0.059079377,29.22,10.63,0.214400968,60.21,19.31,0.32574224,78.59,0,0,0
Albany,4/29/2020,28,0.933333333,-2.82,-0.062306673,42.44,-0.18,-0.0027339,65.66,-5.95,-0.081652257,66.92,0,0,0
Bronx,4/29/2020,-217,-0.513002364,-1.16,-0.041443373,26.83,-3.52,-0.052560848,63.45,-3.59,-0.056571068,59.87,0,0,0
Erie,4/29/2020,39,0.573529412,-3.92,-0.086783263,41.25,-0.9,-0.012644001,70.28,-0.21,-0.002364599,88.6,0,0,0
Kings,4/29/2020,-74,-0.17370892,-0.28,-0.013618677,20.28,-3.08,-0.050081301,58.42,-9.92,-0.202655771,39.03,0,0,0
Monroe,4/29/2020,-7,-0.175,-2.45,-0.064575646,35.49,-0.5,-0.006426735,77.3,0.87,0.010795384,81.46,0,0,0
Nassau,4/29/2020,200,0.909090909,-1.24,-0.0484375,24.36,-6.52,-0.105450429,55.31,-20.94,-0.239013811,66.67,0,0,0
New York,4/29/2020,-41,-0.271523179,-0.26,-0.032828283,7.66,-2.05,-0.081220285,23.19,-2.21,-0.207706767,8.43,0,0,0
Onondaga,4/29/2020,24,1.5,-4.53,-0.114683544,34.97,-2.91,-0.037269467,75.17,4.84,0.083534691,62.78,0,0,0
Queens,4/29/2020,-220,-0.39497307,-0.99,-0.052380952,17.91,-4.1,-0.075645756,50.1,-6.38,-0.12777889,43.55,0,0,0
Richmond,4/29/2020,-41,-0.455555556,-2.15,-0.087755102,22.35,-3.68,-0.05462372,63.69,-7.76,-0.098477157,71.04,0,0,0
Suffolk,4/29/2020,287,1.12992126,-6.45,-0.146358067,37.62,-7.71,-0.101367342,68.35,-16,-0.146842878,92.96,0,0,0
Westchester,4/29/2020,143,0.600840336,-3.71,-0.12696783,25.51,-5.74,-0.095333001,54.47,-15.59,-0.198371294,63,0,0,0
Albany,4/30/2020,40,0.689655172,-1.71,-0.040292177,40.73,-0.37,-0.00563509,65.29,-4.95,-0.073968918,61.97,0,0,0
Bronx,4/30/2020,354,1.718446602,-0.27,-0.010063362,26.56,0.89,0.014026793,64.34,-3.64,-0.060798397,56.23,0,0,0
Erie,4/30/2020,16,0.14953271,2.29,0.055515152,43.54,-1.06,-0.015082527,69.22,-9.74,-0.10993228,78.86,0,0,0
Kings,4/30/2020,274,0.778409091,-1.29,-0.063609467,18.99,0.05,0.000855871,58.47,-1.44,-0.036894696,37.59,0,0,0
Monroe,4/30/2020,4,0.121212121,13.05,0.367709214,48.54,-0.98,-0.012677878,76.32,-2.72,-0.033390621,78.74,0,0,0
Nassau,4/30/2020,-71,-0.169047619,0.42,0.017241379,24.78,0.91,0.016452721,56.22,-1.54,-0.023098845,65.13,0,0,0
New York,4/30/2020,198,1.8,-0.27,-0.035248042,7.39,0.29,0.01250539,23.48,-0.45,-0.053380783,7.98,0,0,0
Onondaga,4/30/2020,10,0.25,9.73,0.27823849,44.7,-0.12,-0.001596382,75.05,-6.07,-0.096686843,56.71,0,0,0
Queens,4/30/2020,393,1.166172107,-0.26,-0.01451703,17.65,0.7,0.013972056,50.8,-2.7,-0.061997704,40.85,0,0,0
Richmond,4/30/2020,60,1.224489796,1.26,0.056375839,23.61,-2.64,-0.041450777,61.05,-3.93,-0.055320946,67.11,0,0,0
Suffolk,4/30/2020,-142,-0.262476895,-0.15,-0.003987241,37.47,-1.04,-0.015215801,67.31,-7.61,-0.081863167,85.35,0,0,0
Westchester,4/30/2020,-37,-0.097112861,-0.61,-0.023912191,24.9,-2,-0.036717459,52.47,-4.17,-0.066190476,58.83,0,0,0
Albany,5/1/2020,-59,-0.602040816,-0.59,-0.014485637,40.14,11.04,0.169091745,76.33,15.72,0.253671131,77.69,0,0,0
Bronx,5/1/2020,117,0.208928571,2.41,0.090737952,28.97,14.01,0.217749456,78.35,12.23,0.217499555,68.46,0,0,0
Erie,5/1/2020,39,0.317073171,4.66,0.10702802,48.2,13.53,0.195463739,82.75,17.28,0.219122496,96.14,0,0,0
Kings,5/1/2020,94,0.150159744,2.18,0.114797262,21.17,10.23,0.174961519,68.7,9.59,0.255121043,47.18,0,0,0
Nassau,5/1/2020,-42,-0.12034384,-0.13,-0.005246166,24.65,9.85,0.175204554,66.07,12.9,0.198065408,78.03,0,0,0
New York,5/1/2020,19,0.061688312,0.9,0.121786198,8.29,3.89,0.165672913,27.37,2.11,0.264411028,10.09,0,0,0
Onondaga,5/1/2020,-22,-0.44,8.58,0.191946309,53.28,14.93,0.198934044,89.98,2.23,0.039322871,58.94,0,0,0
Queens,5/1/2020,174,0.238356164,1.6,0.090651558,19.25,8.23,0.162007874,59.03,10.86,0.265850673,51.71,0,0,0
Richmond,5/1/2020,23,0.211009174,1.48,0.062685303,25.09,13.29,0.217690418,74.34,15.86,0.236328416,82.97,0,0,0
Suffolk,5/1/2020,-26,-0.065162907,6.79,0.181211636,44.26,12.84,0.190759174,80.15,23.64,0.276977153,108.99,0,0,0
Westchester,5/1/2020,-82,-0.238372093,3.45,0.138554217,28.35,11.71,0.223175148,64.18,16.43,0.279279279,75.26,0,0,0
Albany,5/5/2020,-22,-0.75862069,1.29,0.028277071,46.91,6.8,0.101205537,73.99,3.75,0.051461507,76.62,0,0,0
Bronx,5/5/2020,-186,-0.408791209,-1.87,-0.055423829,31.87,-4.13,-0.051618548,75.88,0.4,0.005610098,71.7,0,0,0
Erie,5/5/2020,-3,-0.032608696,2.68,0.056043496,50.5,7.16,0.099638185,79.02,10,0.1134044,98.18,0,0,0
Kings,5/5/2020,-236,-0.4609375,-0.01,-0.000438596,22.79,4.2,0.066027354,67.81,1.84,0.037330087,51.13,0,0,0
Monroe,5/5/2020,-1,-0.034482759,2.84,0.063777229,47.37,9.64,0.124290872,87.2,7.42,0.092070977,88.01,0,0,0
Nassau,5/5/2020,2,0.010810811,-0.84,-0.02872777,28.4,6.47,0.105391758,67.86,9.23,0.117028021,88.1,0,0,0
New York,5/5/2020,-105,-0.423387097,0.02,0.002272727,8.82,0.85,0.032136106,27.3,0.79,0.077375122,11,0,0,0
Onondaga,5/5/2020,12,0.631578947,-10.98,-0.21382668,40.37,8.83,0.11729543,84.11,-0.18,-0.003114187,57.62,0,0,0
Queens,5/5/2020,-286,-0.45686901,0.49,0.023411371,21.42,3.7,0.065267243,60.39,2.49,0.04590708,56.73,0,0,0
Richmond,5/5/2020,-22,-0.261904762,-0.32,-0.011821204,26.75,3.65,0.052821997,72.75,-0.31,-0.003810226,81.05,0,0,0
Suffolk,5/5/2020,-24,-0.108108108,-1.27,-0.027596697,44.75,8.36,0.110319345,84.14,15.71,0.154034709,117.7,0,0,0
Westchester,5/5/2020,-70,-0.328638498,-0.11,-0.003323263,32.99,4.71,0.076337115,66.41,9.26,0.124412199,83.69,0,0,0
Albany,5/6/2020,20,2.857142857,-1.71,-0.036452782,45.2,-1.46,-0.019732396,72.53,0.29,0.003784913,76.91,0,0,0
Bronx,5/6/2020,-111,-0.412639405,-0.56,-0.017571384,31.31,-4.3,-0.056668424,71.58,-8.87,-0.123709902,62.83,0,0,0
Erie,5/6/2020,28,0.314606742,-1.23,-0.024356436,49.27,0.05,0.000632751,79.07,-2.78,-0.028315339,95.4,0,0,0
Kings,5/6/2020,-17,-0.061594203,-1.46,-0.064063186,21.33,-3.98,-0.058693408,63.83,-9.34,-0.182671621,41.79,0,0,0
Monroe,5/6/2020,4,0.142857143,1.17,0.024699177,48.54,0.23,0.002637615,87.43,2.54,0.028860357,90.55,0,0,0
Nassau,5/6/2020,11,0.058823529,-1.28,-0.045070423,27.12,-5.37,-0.07913351,62.49,-14.83,-0.168331442,73.27,0,0,0
New York,5/6/2020,-37,-0.258741259,-0.45,-0.051020408,8.37,-2.08,-0.076190476,25.22,-2.48,-0.225454545,8.52,0,0,0
Onondaga,5/6/2020,23,0.741935484,0.77,0.019073569,41.14,-1.52,-0.018071573,82.59,4.25,0.073759111,61.87,0,0,0
Queens,5/6/2020,-85,-0.25,-1.1,-0.051353875,20.32,-4.93,-0.081636032,55.46,-10.03,-0.176802397,46.7,0,0,0
Richmond,5/6/2020,-26,-0.419354839,2.88,0.107663551,29.63,-5.5,-0.075601375,67.25,-8.13,-0.100308452,72.92,0,0,0
Suffolk,5/6/2020,70,0.353535354,-3.03,-0.067709497,41.72,-8.26,-0.098169717,75.88,-17.57,-0.149277825,100.13,0,0,0
Westchester,5/6/2020,43,0.300699301,-3.88,-0.117611397,29.11,-5.34,-0.080409577,61.07,-14.74,-0.17612618,68.95,0,0,0
Albany,5/8/2020,9,0.333333333,8.13,0.203453453,48.09,7.48,0.099033497,83.01,1.04,0.012118387,86.86,0,0,0
Bronx,5/8/2020,-59,-0.166197183,-2.77,-0.088160407,28.65,1.31,0.017252733,77.24,-4.78,-0.067619182,65.91,0,0,0
Erie,5/8/2020,-9,-0.0703125,0.56,0.012310398,46.05,7.03,0.088740217,86.25,-2.34,-0.02381437,95.92,0,0,0
Kings,5/8/2020,-32,-0.06779661,-2.43,-0.107332155,20.21,-0.34,-0.004869665,69.48,-10.67,-0.195959596,43.78,0,0,0
Monroe,5/8/2020,14,0.424242424,3.23,0.083896104,41.73,13.1,0.152467412,99.02,4.06,0.046871392,90.68,0,0,0
Nassau,5/8/2020,-24,-0.098765432,-1.66,-0.057618882,27.15,1.62,0.023093371,71.77,-14,-0.146244646,81.73,0,0,0
New York,5/8/2020,22,0.098214286,-0.65,-0.073947668,8.14,0.16,0.005747126,28,-2.04,-0.181333333,9.21,0,0,0
Onondaga,5/8/2020,-5,-0.084745763,1.93,0.041738754,48.17,9.1,0.105397267,95.44,1.02,0.015510949,66.78,0,0,0
Queens,5/8/2020,26,0.058956916,-2.07,-0.099615014,18.71,-0.1,-0.001653713,60.37,-7.95,-0.134700102,51.07,0,0,0
Richmond,5/8/2020,-14,-0.150537634,-2.44,-0.088054854,25.27,-1.6,-0.020607934,76.04,-17.81,-0.183004521,79.51,0,0,0
Suffolk,5/8/2020,-18,-0.051575931,-5.3,-0.112264351,41.91,-0.44,-0.005076728,86.23,-13.82,-0.113047035,108.43,0,0,0
Westchester,5/8/2020,-85,-0.30141844,-0.82,-0.027646662,28.84,-0.27,-0.003917017,68.66,-13.36,-0.151508279,74.82,0,0,0
Albany,5/15/2020,14,0.933333333,1.88,0.042756425,45.85,6.69,0.077287431,93.25,14.99,0.145449253,118.05,0.01,0.5,0.03
Bronx,5/15/2020,130,0.570175439,1.4,0.041518387,35.12,14.64,0.176428055,97.62,13.97,0.180935112,91.18,0.01,0.5,0.03
Erie,5/15/2020,46,0.707692308,0.94,0.01992792,48.11,11.87,0.135009099,99.79,18.37,0.163028044,131.05,0.01,0.5,0.03
Kings,5/15/2020,-11,-0.026378897,2.9,0.122105263,26.65,14.07,0.187101064,89.27,12.76,0.225044092,69.46,0.01,0.5,0.03
Monroe,5/15/2020,12,0.2,4.95,0.117997616,46.9,16.43,0.176363246,109.59,25.29,0.253432208,125.08,0.01,0.5,0.03
Nassau,5/15/2020,-35,-0.224358974,1.78,0.062281316,30.36,13.65,0.175698288,91.34,17.29,0.168913638,119.65,0.01,0.5,0.03
New York,5/15/2020,-30,-0.153846154,0.93,0.101639344,10.08,5.57,0.182982917,36.01,3.27,0.284100782,14.78,0.01,0.5,0.03
Onondaga,5/15/2020,-11,-0.392857143,0.68,0.014288716,48.27,10.46,0.109770175,105.75,-0.85,-0.010628986,79.12,0.01,0.5,0.03
Queens,5/15/2020,-60,-0.159574468,1.9,0.087840962,23.53,12.7,0.190347722,79.42,11.81,0.183385093,76.21,0.01,0.5,0.03
Richmond,5/15/2020,25,0.892857143,2.43,0.089933383,29.45,17.78,0.215698168,100.21,26.01,0.274424984,120.79,0.01,0.5,0.03
Suffolk,5/15/2020,-64,-0.267782427,4.91,0.102956595,52.6,12.94,0.134413628,109.21,22.66,0.170171223,155.82,0.01,0.5,0.03
