County,SecondDate,Cases_Change,Cases_Change%,Transit_Change,Transit_Change%,Transit_Level,Driving_Change,Driving_Change%,Driving_Level,Walking_Change,Walking_Change%,Walking_Level,Table_Change,Table_Change%,Table_Level
Richmond,7/29/2021,44,0.448979592,-12.55,-0.106699541,105.07,-0.43,-0.002873947,149.19,-12.65,-0.082685143,140.34,-10.86,-0.157209033,58.22
Suffolk,7/29/2021,-4,-0.021390374,5.06,0.035246587,148.62,-7.42,-0.042497136,167.18,-15.39,-0.065129073,220.91,-10.86,-0.157209033,58.22
Westchester,7/29/2021,47,0.573170732,-8.62,-0.074464409,107.14,-3.74,-0.02457939,148.42,-23.95,-0.142840103,143.72,-10.86,-0.157209033,58.22
Albany,7/30/2021,-10,-0.277777778,6.23,0.056874201,115.77,22.04,0.145028624,174.01,40.73,0.23750656,212.22,13.46,0.23119203,71.68
Bronx,7/30/2021,-15,-0.071770335,18.38,0.184020825,118.26,38.15,0.271317829,178.76,31.02,0.236613272,162.12,13.46,0.23119203,71.68
Erie,7/30/2021,-1,-0.010869565,7.3,0.08306782,95.18,23.2,0.144126235,184.17,51.42,0.236947606,268.43,13.46,0.23119203,71.68
Kings,7/30/2021,-39,-0.078947368,29.2,0.251854407,145.14,31.02,0.20799249,180.16,46.86,0.339319334,184.96,13.46,0.23119203,71.68
Monroe,7/30/2021,24,0.533333333,-0.69,-0.010513485,64.94,16.21,0.09699617,183.33,41.63,0.24005305,215.05,13.46,0.23119203,71.68
Nassau,7/30/2021,-9,-0.035714286,22.46,0.209632257,129.6,31.13,0.202432046,184.91,41.47,0.25440157,204.48,13.46,0.23119203,71.68
New York,7/30/2021,-17,-0.059440559,29.49,0.318054357,122.21,34.79,0.31339519,145.8,50.78,0.489540152,154.51,13.46,0.23119203,71.68
Onondaga,7/30/2021,16,0.432432432,14.84,0.149702411,113.97,24.02,0.143086912,191.89,29.83,0.226310599,161.64,13.46,0.23119203,71.68
Queens,7/30/2021,-12,-0.036253776,20.54,0.202884235,121.78,32.47,0.222794017,178.21,36.42,0.273320826,169.67,13.46,0.23119203,71.68
Richmond,7/30/2021,-31,-0.218309859,17.77,0.169125345,122.84,31.83,0.213352101,181.02,31.74,0.226165028,172.08,13.46,0.23119203,71.68
Suffolk,7/30/2021,83,0.453551913,19.82,0.133360248,168.44,31.31,0.187283168,198.49,68.4,0.309628355,289.31,13.46,0.23119203,71.68
Westchester,7/30/2021,11,0.085271318,25.79,0.240713086,132.93,33.03,0.222544132,181.45,41.48,0.288616755,185.2,13.46,0.23119203,71.68
Albany,8/3/2021,27,1.227272727,-7.18,-0.062685525,107.36,2.99,0.020359526,149.85,-1.36,-0.007835455,172.21,3.58,0.063951411,59.56
Bronx,8/3/2021,98,0.620253165,1.7,0.01559633,110.7,3.39,0.024054495,144.32,6.69,0.046921027,149.27,3.58,0.063951411,59.56
Erie,8/3/2021,62,1.675675676,-0.14,-0.001492219,93.68,3.71,0.023392182,162.31,4.35,0.019592829,226.37,3.58,0.063951411,59.56
Kings,8/3/2021,60,0.143884892,0.77,0.006365215,121.74,2.84,0.019771651,146.48,-0.03,-0.000201018,149.21,3.58,0.063951411,59.56
Monroe,8/3/2021,24,0.615384615,-6.72,-0.091515729,66.71,6.89,0.043790517,164.23,4.48,0.024884741,184.51,3.58,0.063951411,59.56
Nassau,8/3/2021,95,0.431818182,-2.88,-0.024268981,115.79,3.59,0.023979694,153.3,-1,-0.005816659,170.92,3.58,0.063951411,59.56
New York,8/3/2021,32,0.137339056,4.44,0.04888791,95.26,4.92,0.046621814,110.45,3.66,0.033412452,113.2,3.58,0.063951411,59.56
Onondaga,8/3/2021,46,2,10.51,0.099724832,115.9,6.59,0.040706653,168.48,3.57,0.027888446,131.58,3.58,0.063951411,59.56
Queens,8/3/2021,95,0.301587302,-2.34,-0.021507353,106.46,-0.36,-0.002539683,141.39,-2.78,-0.018779977,145.25,3.58,0.063951411,59.56
Richmond,8/3/2021,-7,-0.050724638,1.41,0.012476772,114.42,-0.08,-0.000534474,149.6,-0.13,-0.000840717,154.5,3.58,0.063951411,59.56
Suffolk,8/3/2021,86,0.385650224,-3.43,-0.023243207,144.14,3.2,0.019110182,170.65,-2.76,-0.011584956,235.48,3.58,0.063951411,59.56
Westchester,8/3/2021,49,0.5,-1.13,-0.00977847,114.43,-1.36,-0.009207854,146.34,0.02,0.000124938,160.1,3.58,0.063951411,59.56
Albany,8/4/2021,-5,-0.102040816,-2.24,-0.020864382,105.12,-0.19,-0.001267935,149.66,10.81,0.062772197,183.02,2.57,0.043149765,62.13
Bronx,8/4/2021,-70,-0.2734375,-1.07,-0.009665763,109.63,-1.14,-0.007899113,143.18,-3.12,-0.020901722,146.15,2.57,0.043149765,62.13
Erie,8/4/2021,-15,-0.151515152,6.28,0.067036721,99.96,3.15,0.019407307,165.46,-1.44,-0.006361267,224.93,2.57,0.043149765,62.13
Kings,8/4/2021,-56,-0.117400419,2.34,0.019221291,124.08,-0.09,-0.000614418,146.39,1.11,0.00743918,150.32,2.57,0.043149765,62.13
Monroe,8/4/2021,17,0.26984127,6.03,0.090391246,72.74,1.21,0.007367716,165.44,3.71,0.020107311,188.22,2.57,0.043149765,62.13
Nassau,8/4/2021,-36,-0.114285714,1.5,0.012954487,117.29,0.68,0.004435747,153.98,-0.92,-0.005382635,170,2.57,0.043149765,62.13
New York,8/4/2021,55,0.20754717,2.01,0.021100147,97.27,1.15,0.010411951,111.6,1.1,0.009717314,114.3,2.57,0.043149765,62.13
Onondaga,8/4/2021,-3,-0.043478261,-10.51,-0.090681622,105.39,5.1,0.030270655,173.58,2.95,0.022419821,134.53,2.57,0.043149765,62.13
Queens,8/4/2021,-50,-0.12195122,3.27,0.030715762,109.73,3.31,0.023410425,144.7,6.95,0.047848537,152.2,2.57,0.043149765,62.13
Richmond,8/4/2021,-20,-0.152671756,4.16,0.03635728,118.58,0.83,0.005548128,150.43,-5.61,-0.03631068,148.89,2.57,0.043149765,62.13
Suffolk,8/4/2021,-25,-0.080906149,-1.06,-0.007353961,143.08,-3.15,-0.018458834,167.5,-2.95,-0.012527603,232.53,2.57,0.043149765,62.13
Westchester,8/4/2021,-8,-0.054421769,2.91,0.025430394,117.34,2,0.013666803,148.34,1.55,0.009681449,161.65,2.57,0.043149765,62.13
Albany,8/5/2021,-7,-0.159090909,6.83,0.064973364,111.95,1.53,0.010223173,151.19,-14.43,-0.078843842,168.59,0.99,0.015934331,63.12
Bronx,8/5/2021,88,0.47311828,-4.1,-0.037398522,105.53,0.32,0.002234949,143.5,-7.78,-0.05323298,138.37,0.99,0.015934331,63.12
Erie,8/5/2021,-12,-0.142857143,-8.76,-0.087635054,91.2,1.75,0.010576574,167.21,13.14,0.058418175,238.07,0.99,0.015934331,63.12
Kings,8/5/2021,119,0.282660333,-2.57,-0.020712444,121.51,1.93,0.013183961,148.32,-1.29,-0.008581692,149.03,0.99,0.015934331,63.12
Monroe,8/5/2021,13,0.1625,-4.95,-0.068050591,67.79,0.8,0.00483559,166.24,2.47,0.013122941,190.69,0.99,0.015934331,63.12
Nassau,8/5/2021,18,0.064516129,-1.25,-0.010657345,116.04,2.12,0.013768022,156.1,3.56,0.020941176,173.56,0.99,0.015934331,63.12
New York,8/5/2021,117,0.365625,2.46,0.025290429,99.73,4.92,0.044086022,116.52,4.37,0.038232721,118.67,0.99,0.015934331,63.12
Onondaga,8/5/2021,-7,-0.106060606,-9.34,-0.088623209,96.05,-5.3,-0.030533472,168.28,2.75,0.020441537,137.28,0.99,0.015934331,63.12
Queens,8/5/2021,96,0.266666667,-4.96,-0.045201859,104.77,-1.81,-0.012508639,142.89,-11.57,-0.076018397,140.63,0.99,0.015934331,63.12
Richmond,8/5/2021,28,0.252252252,-7.08,-0.059706527,111.5,-0.3,-0.001994283,150.13,1.99,0.013365572,150.88,0.99,0.015934331,63.12
Suffolk,8/5/2021,17,0.059859155,-0.91,-0.006360078,142.17,0.79,0.004716418,168.29,4.08,0.017546123,236.61,0.99,0.015934331,63.12
Westchester,8/5/2021,44,0.316546763,-7.97,-0.067922277,109.37,1.33,0.008965889,149.67,-0.47,-0.002907516,161.18,0.99,0.015934331,63.12
Albany,8/6/2021,23,0.621621622,5.71,0.051004913,117.66,22.83,0.15100205,174.02,46.88,0.27807106,215.47,7.27,0.11517744,70.39
Bronx,8/6/2021,14,0.051094891,13.07,0.123851038,118.6,30.07,0.209547038,173.57,23.29,0.168316832,161.66,7.27,0.11517744,70.39
Erie,8/6/2021,18,0.25,10.12,0.110964912,101.32,24.74,0.147957658,191.95,56.64,0.237913219,294.71,7.27,0.11517744,70.39
Kings,8/6/2021,102,0.188888889,25.61,0.210764546,147.12,28.49,0.192084682,176.81,36.45,0.244581628,185.48,7.27,0.11517744,70.39
Monroe,8/6/2021,-14,-0.150537634,7.49,0.110488273,75.28,20.5,0.123315688,186.74,33.12,0.173685039,223.81,7.27,0.11517744,70.39
Nassau,8/6/2021,21,0.070707071,16.52,0.142364702,132.56,23.22,0.148750801,179.32,27.49,0.15838903,201.05,7.27,0.11517744,70.39
New York,8/6/2021,-48,-0.109839817,21.41,0.214679635,121.14,26.49,0.227342945,143.01,28.89,0.243448218,147.56,7.27,0.11517744,70.39
Onondaga,8/6/2021,-6,-0.101694915,5.97,0.062155128,102.02,23.31,0.138519135,191.59,21.73,0.158289627,159.01,7.27,0.11517744,70.39
Queens,8/6/2021,21,0.046052632,14.81,0.141357259,119.58,30.17,0.211141437,173.06,22.9,0.162838655,163.53,7.27,0.11517744,70.39
Richmond,8/6/2021,43,0.309352518,10.16,0.091121076,121.66,24.24,0.161460068,174.37,17.68,0.117179215,168.56,7.27,0.11517744,70.39
Suffolk,8/6/2021,13,0.043189369,35.41,0.249068017,177.58,28.51,0.169409947,196.8,62.18,0.262795317,298.79,7.27,0.11517744,70.39
Westchester,8/6/2021,-35,-0.191256831,19.2,0.175550882,128.57,24.64,0.16462885,174.31,21.12,0.131033627,182.3,7.27,0.11517744,70.39
Albany,8/10/2021,-16,-0.275862069,-15.71,-0.129257857,105.83,2.59,0.017973629,146.69,1.79,0.010501613,172.24,5.57,0.10036036,61.07
Erie,8/10/2021,33,0.492537313,0.32,0.003356409,95.66,0.69,0.004407538,157.24,2.99,0.01398765,216.75,5.57,0.10036036,61.07
Monroe,8/10/2021,15,0.141509434,6.64,0.096609923,75.37,1.2,0.007642339,158.22,6.49,0.038019918,177.19,5.57,0.10036036,61.07
Nassau,8/10/2021,-70,-0.207100592,4.15,0.036550995,117.69,8.53,0.05867382,153.91,45.41,0.282646583,206.07,5.57,0.10036036,61.07
New York,8/10/2021,-135,-0.350649351,3.63,0.040722459,92.77,1.98,0.019199069,105.11,-2.7,-0.025817556,101.88,5.57,0.10036036,61.07
Onondaga,8/10/2021,14,0.304347826,-6.65,-0.063152896,98.65,1.19,0.007448673,160.95,-3.4,-0.026871098,123.13,5.57,0.10036036,61.07
Suffolk,8/10/2021,-81,-0.238235294,-0.06,-0.000397588,150.85,8.78,0.055352415,167.4,14.89,0.066708481,238.1,5.57,0.10036036,61.07
Westchester,8/10/2021,-7,-0.041666667,-2.93,-0.025851421,110.41,-0.19,-0.001321923,143.54,1.31,0.008525316,154.97,5.57,0.10036036,61.07
Albany,8/11/2021,13,0.30952381,11.59,0.10951526,117.42,6.14,0.041856977,152.83,2.33,0.013527636,174.57,-1.72,-0.028164402,59.35
Bronx,8/11/2021,742,1,2.91,0.027372778,109.22,7.97,0.057206431,147.29,4.2,0.030514385,141.84,-1.72,-0.028164402,59.35
Erie,8/11/2021,14,0.14,-2,-0.02090738,93.66,4.2,0.026710761,161.44,-5.86,-0.027035755,210.89,-1.72,-0.028164402,59.35
Kings,8/11/2021,1643,1,6.45,0.053012246,128.12,8.54,0.058770904,153.85,5.51,0.038415952,148.94,-1.72,-0.028164402,59.35
Monroe,8/11/2021,13,0.107438017,-3.49,-0.046304896,71.88,6.35,0.040133991,164.57,1.38,0.00778825,178.57,-1.72,-0.028164402,59.35
Nassau,8/11/2021,100,0.373134328,1.44,0.012235534,119.13,6,0.038983822,159.91,-29.81,-0.144659582,176.26,-1.72,-0.028164402,59.35
New York,8/11/2021,89,0.356,3.92,0.042255039,96.69,4.66,0.044334507,109.77,3.13,0.030722419,105.01,-1.72,-0.028164402,59.35
Onondaga,8/11/2021,4,0.066666667,-1.54,-0.015610745,97.11,4.93,0.030630631,165.88,0.14,0.00113701,123.27,-1.72,-0.028164402,59.35
Queens,8/11/2021,1347,1,1.32,0.012055896,110.81,3.87,0.026495961,149.93,-0.17,-0.001191394,142.52,-1.72,-0.028164402,59.35
Richmond,8/11/2021,383,1,5.51,0.048101266,120.06,5.46,0.037428023,151.34,10.75,0.076983672,150.39,-1.72,-0.028164402,59.35
Suffolk,8/11/2021,121,0.467181467,-2.18,-0.014451442,148.67,5.21,0.031123059,172.61,-0.59,-0.00247795,237.51,-1.72,-0.028164402,59.35
Westchester,8/11/2021,54,0.335403727,4.37,0.039579748,114.78,7.07,0.049254563,150.61,-0.44,-0.002839259,154.53,-1.72,-0.028164402,59.35
Albany,8/12/2021,-13,-0.236363636,-5.41,-0.046073923,112.01,3.84,0.025125957,156.67,5.46,0.031276852,180.03,2.87,0.048357203,62.22
Bronx,8/12/2021,-365,-0.491913747,-1.67,-0.01529024,107.55,5.85,0.039717564,153.14,-1.79,-0.012619853,140.05,2.87,0.048357203,62.22
Erie,8/12/2021,22,0.192982456,6.5,0.069399957,100.16,6.93,0.042926165,168.37,21.24,0.100716013,232.13,2.87,0.048357203,62.22
Kings,8/12/2021,-913,-0.555690809,2.89,0.022556978,131.01,5.86,0.038089048,159.71,0.37,0.002484222,149.31,2.87,0.048357203,62.22
Monroe,8/12/2021,43,0.320895522,-0.05,-0.000695604,71.83,4.75,0.028863098,169.32,6.32,0.035392283,184.89,2.87,0.048357203,62.22
Nassau,8/12/2021,46,0.125,-1.77,-0.014857718,117.36,2.28,0.01425802,162.19,3.83,0.021729264,180.09,2.87,0.048357203,62.22
New York,8/12/2021,76,0.224188791,5.31,0.054917778,102,8.81,0.080258723,118.58,6.11,0.058184935,111.12,2.87,0.048357203,62.22
Onondaga,8/12/2021,37,0.578125,4.43,0.045618371,101.54,4.07,0.024535809,169.95,12.52,0.101565669,135.79,2.87,0.048357203,62.22
Queens,8/12/2021,-748,-0.555308092,1.75,0.015792798,112.56,7.65,0.051023811,157.58,1.14,0.007998877,143.66,2.87,0.048357203,62.22
Richmond,8/12/2021,-72,-0.187989556,-6.55,-0.054556055,113.51,5.9,0.038985067,157.24,-3.97,-0.026398032,146.42,2.87,0.048357203,62.22
Suffolk,8/12/2021,-45,-0.118421053,6.47,0.043519204,155.14,5.61,0.032501014,178.22,7.92,0.033345964,245.43,2.87,0.048357203,62.22
Westchester,8/12/2021,13,0.060465116,4.25,0.037027357,119.03,9.46,0.062811234,160.07,2.27,0.014689704,156.8,2.87,0.048357203,62.22
Albany,8/13/2021,21,0.5,1.65,0.014730828,113.66,29.04,0.185357758,185.71,32.57,0.180914292,212.6,5.94,0.095467695,68.16
Bronx,8/13/2021,-24,-0.063660477,8.51,0.079125988,116.06,16.49,0.107679248,169.63,15.67,0.111888611,155.72,5.94,0.095467695,68.16
Erie,8/13/2021,-21,-0.154411765,4.5,0.044928115,104.66,14.15,0.0840411,182.52,42.24,0.181967001,274.37,5.94,0.095467695,68.16
Kings,8/13/2021,-84,-0.115068493,18.84,0.143805816,149.85,19.24,0.120468349,178.95,31.08,0.208157525,180.39,5.94,0.095467695,68.16
Monroe,8/13/2021,-34,-0.192090395,0.44,0.006125574,72.27,15.73,0.092901016,185.05,37.43,0.202444697,222.32,5.94,0.095467695,68.16
Nassau,8/13/2021,38,0.09178744,15.45,0.131646217,132.81,15,0.092484124,177.19,19.09,0.106002554,199.18,5.94,0.095467695,68.16
New York,8/13/2021,-35,-0.084337349,17.1,0.167647059,119.1,19.16,0.161578681,137.74,24.07,0.216612671,135.19,5.94,0.095467695,68.16
Onondaga,8/13/2021,2,0.01980198,10.98,0.108134725,112.52,22.48,0.132274198,192.43,28.83,0.212313131,164.62,5.94,0.095467695,68.16
Queens,8/13/2021,-86,-0.143572621,9.58,0.085110163,122.14,17.02,0.108008631,174.6,21.63,0.150563831,165.29,5.94,0.095467695,68.16
Richmond,8/13/2021,-132,-0.424437299,8.99,0.07920007,122.5,18.48,0.117527347,175.72,7.71,0.052656741,154.13,5.94,0.095467695,68.16
Suffolk,8/13/2021,85,0.253731343,12.92,0.083279618,168.06,16.13,0.090506116,194.35,49.95,0.203520352,295.38,5.94,0.095467695,68.16
Westchester,8/13/2021,-26,-0.114035088,11.96,0.100478871,130.99,14.03,0.087649153,174.1,19.14,0.122066327,175.94,5.94,0.095467695,68.16
Albany,8/17/2021,17,0.435897436,5.94,0.045914818,135.31,5.45,0.036040206,156.67,17.17,0.093047201,201.7,1.72,0.028368794,62.35
Bronx,8/17/2021,-128,-0.378698225,2.93,0.027367831,109.99,4.13,0.028992629,146.58,5.11,0.035565145,148.79,1.72,0.028368794,62.35
Erie,8/17/2021,28,0.291666667,8.4,0.090879585,100.83,3.69,0.02385416,158.38,-2.76,-0.012847966,212.06,1.72,0.028368794,62.35
Kings,8/17/2021,-116,-0.212844037,2.11,0.01731069,124,3.18,0.022355009,145.43,5.81,0.040199267,150.34,1.72,0.028368794,62.35
Monroe,8/17/2021,3,0.021126761,4.44,0.062184874,75.84,2.83,0.017229833,167.08,2.05,0.009537989,216.98,1.72,0.028368794,62.35
Nassau,8/17/2021,-9,-0.025936599,0.28,0.002298284,122.11,5.82,0.039645777,152.62,4.58,0.027340019,172.1,1.72,0.028368794,62.35
New York,8/17/2021,-63,-0.18694362,3.75,0.041295012,94.56,3.73,0.035989965,107.37,2.18,0.020885227,106.56,1.72,0.028368794,62.35
Onondaga,8/17/2021,6,0.066666667,-1.44,-0.011853803,120.04,-5.63,-0.033642068,161.72,-10.3,-0.072423007,131.92,1.72,0.028368794,62.35
Queens,8/17/2021,-127,-0.258130081,0.82,0.007545086,109.5,1.33,0.00947226,141.74,0.84,0.005788712,145.95,1.72,0.028368794,62.35
Richmond,8/17/2021,3,0.020547945,5.49,0.048425509,118.86,6.53,0.046289076,147.6,0.31,0.002091203,148.55,1.72,0.028368794,62.35
Suffolk,8/17/2021,-196,-0.411764706,5.93,0.036447449,168.63,4.16,0.025158754,169.51,15.49,0.062096613,264.94,1.72,0.028368794,62.35
Westchester,8/17/2021,43,0.294520548,0,0,119,1.27,0.008873672,144.39,1.28,0.008122343,158.87,1.72,0.028368794,62.35
Albany,8/18/2021,6,0.107142857,20.72,0.15312985,156.03,15.66,0.09995532,172.33,36.45,0.180713932,238.15,2.6,0.04170008,64.95
Bronx,8/18/2021,60,0.285714286,-1.94,-0.017637967,108.05,-3.04,-0.020739528,143.54,-3.54,-0.023791922,145.25,2.6,0.04170008,64.95
Erie,8/18/2021,7,0.056451613,-13.06,-0.129524943,87.77,-1.75,-0.011049375,156.63,-7.51,-0.035414505,204.55,2.6,0.04170008,64.95
Kings,8/18/2021,204,0.475524476,0.21,0.001693548,124.21,1.32,0.009076532,146.75,-2.54,-0.016895038,147.8,2.6,0.04170008,64.95
Monroe,8/18/2021,-10,-0.068965517,-5,-0.06592827,70.84,-5.42,-0.03243955,161.66,-31.98,-0.147386856,185,2.6,0.04170008,64.95
Nassau,8/18/2021,47,0.139053254,-3.08,-0.025223159,119.03,0.02,0.000131044,152.64,-1.79,-0.01040093,170.31,2.6,0.04170008,64.95
New York,8/18/2021,159,0.580291971,1.51,0.015968697,96.07,1.53,0.01424979,108.9,-0.16,-0.001501502,106.4,2.6,0.04170008,64.95
Onondaga,8/18/2021,9,0.09375,11.17,0.093052316,131.21,9.4,0.058125155,171.12,12.63,0.095739842,144.55,2.6,0.04170008,64.95
Queens,8/18/2021,141,0.38630137,0.06,0.000547945,109.56,1.48,0.010441654,143.22,-3.38,-0.023158616,142.57,2.6,0.04170008,64.95
Richmond,8/18/2021,-7,-0.046979866,-2.85,-0.023977789,116.01,-0.65,-0.004403794,146.95,-1.46,-0.009828341,147.09,2.6,0.04170008,64.95
Suffolk,8/18/2021,248,0.885714286,-12.03,-0.071339619,156.6,-0.82,-0.004837473,168.69,8.86,0.033441534,273.8,2.6,0.04170008,64.95
Westchester,8/18/2021,45,0.238095238,1.9,0.015966387,120.9,3.28,0.022716255,147.67,3.65,0.022974759,162.52,2.6,0.04170008,64.95
Albany,8/19/2021,-10,-0.161290323,8.95,0.057360764,164.98,-2.65,-0.015377473,169.68,0.54,0.002267478,238.69,2.29,0.035257891,67.24
Bronx,8/19/2021,124,0.459259259,1.36,0.012586765,109.41,4.69,0.032673819,148.23,-1.3,-0.008950086,143.95,2.29,0.035257891,67.24
Erie,8/19/2021,2,0.015267176,9.61,0.109490714,97.38,15.23,0.097235523,171.86,36.14,0.176680518,240.69,2.29,0.035257891,67.24
Kings,8/19/2021,104,0.164296998,4.99,0.040173899,129.2,8.24,0.056149915,154.99,6.82,0.046143437,154.62,2.29,0.035257891,67.24
Monroe,8/19/2021,32,0.237037037,14.99,0.211603614,85.83,17.76,0.1098602,179.42,42.67,0.230648649,227.67,2.29,0.035257891,67.24
Nassau,8/19/2021,22,0.057142857,4.25,0.035705284,123.28,7.97,0.052214361,160.61,12.74,0.074804768,183.05,2.29,0.035257891,67.24
New York,8/19/2021,-17,-0.03926097,5.47,0.05693765,101.54,8.32,0.076400367,117.22,9.19,0.08637218,115.59,2.29,0.035257891,67.24
Onondaga,8/19/2021,-1,-0.00952381,-4.14,-0.031552473,127.07,12.6,0.073632539,183.72,9.21,0.063714978,153.76,2.29,0.035257891,67.24
Queens,8/19/2021,82,0.162055336,1.39,0.012687112,110.95,9.16,0.063957548,152.38,2.58,0.018096374,145.15,2.29,0.035257891,67.24
Richmond,8/19/2021,50,0.352112676,-1.51,-0.013016119,114.5,7.33,0.049880912,154.28,-2.9,-0.01971582,144.19,2.29,0.035257891,67.24
Suffolk,8/19/2021,-13,-0.024621212,12.71,0.081162197,169.31,4.11,0.024364218,172.8,2.09,0.007633309,275.89,2.29,0.035257891,67.24
Westchester,8/19/2021,9,0.038461538,3.1,0.025641026,124,6.91,0.046793526,154.58,-2.99,-0.018397736,159.53,2.29,0.035257891,67.24
Albany,8/20/2021,20,0.384615385,71.75,0.4349012,236.73,31.02,0.18281471,200.7,107.81,0.451673719,346.5,7.93,0.117935753,75.17
Bronx,8/20/2021,-237,-0.601522843,3.54,0.032355361,112.95,20.17,0.13607232,168.4,14.67,0.101910386,158.62,7.93,0.117935753,75.17
Erie,8/20/2021,7,0.052631579,8.82,0.090573013,106.2,16.44,0.095659258,188.3,43.13,0.179193153,283.82,7.93,0.117935753,75.17
Kings,8/20/2021,-340,-0.461329715,14.39,0.111377709,143.59,16.28,0.105039035,171.27,23,0.148751779,177.62,7.93,0.117935753,75.17
Monroe,8/20/2021,3,0.017964072,2.33,0.027146685,88.16,16.52,0.092074462,195.94,40.2,0.176571353,267.87,7.93,0.117935753,75.17
Nassau,8/20/2021,97,0.238329238,7.48,0.060674886,130.76,10.54,0.065624805,171.15,10.75,0.058727124,193.8,7.93,0.117935753,75.17
New York,8/20/2021,-22,-0.052884615,16.27,0.160232421,117.81,18.07,0.154154581,135.29,22.49,0.194567004,138.08,7.93,0.117935753,75.17
Onondaga,8/20/2021,-1,-0.009615385,22.64,0.178169513,149.71,24.68,0.134334857,208.4,51.49,0.334872529,205.25,7.93,0.117935753,75.17
Queens,8/20/2021,-339,-0.576530612,11.83,0.106624606,122.78,19.32,0.126788292,171.7,26.42,0.182018601,171.57,7.93,0.117935753,75.17
Richmond,8/20/2021,-87,-0.453125,4.2,0.036681223,118.7,21.49,0.139292196,175.77,11.97,0.083015466,156.16,7.93,0.117935753,75.17
Suffolk,8/20/2021,53,0.102912621,21.59,0.127517571,190.9,16.58,0.095949074,189.38,26.85,0.097321396,302.74,7.93,0.117935753,75.17
Westchester,8/20/2021,-11,-0.04526749,3.81,0.030725806,127.81,11.67,0.075494889,166.25,13.52,0.08474895,173.05,7.93,0.117935753,75.17
Albany,8/24/2021,4,0.095238095,13.83,0.063231529,232.55,11.32,0.071509792,169.62,-7.79,-0.027941176,271.01,14.55,0.279485209,66.61
Bronx,8/24/2021,67,0.258687259,14.75,0.148151868,114.31,19.82,0.148899407,152.93,21.58,0.166383963,151.28,14.55,0.279485209,66.61
Erie,8/24/2021,-51,-0.346938776,4.32,0.040051919,112.18,13.93,0.089755155,169.13,24.18,0.10461645,255.31,14.55,0.279485209,66.61
Kings,8/24/2021,-7,-0.013833992,17.68,0.151733608,134.2,21.02,0.153981393,157.53,20.59,0.151108176,156.85,14.55,0.279485209,66.61
Monroe,8/24/2021,-22,-0.171875,-2.11,-0.025452352,80.79,10.2,0.065325989,166.34,5.65,0.025448158,227.67,14.55,0.279485209,66.61
Nassau,8/24/2021,-68,-0.187845304,15.81,0.140308839,128.49,20.38,0.150494757,155.8,31.98,0.216358839,179.79,14.55,0.279485209,66.61
New York,8/24/2021,-13,-0.048689139,16.1,0.192606771,99.69,15.57,0.163825758,110.61,19.44,0.216,109.44,14.55,0.279485209,66.61
Onondaga,8/24/2021,-90,-0.697674419,21.49,0.144665096,170.04,14.17,0.078884373,193.8,33.53,0.169737775,231.07,14.55,0.279485209,66.61
Queens,8/24/2021,73,0.198910082,18.19,0.176037937,121.52,20.3,0.150671714,155.03,19.02,0.142205607,152.77,14.55,0.279485209,66.61
Richmond,8/24/2021,9,0.066176471,8.1,0.067708769,127.73,11.38,0.080967627,151.93,11.26,0.078026471,155.57,14.55,0.279485209,66.61
Suffolk,8/24/2021,-97,-0.237163814,12.85,0.084417291,165.07,24.41,0.17042519,167.64,21.16,0.077150253,295.43,14.55,0.279485209,66.61
Westchester,8/24/2021,-8,-0.051948052,6.32,0.053723223,123.96,11.22,0.079332532,152.65,23.95,0.167038639,167.33,14.55,0.279485209,66.61
Albany,8/25/2021,17,0.369565217,-25.43,-0.109352827,207.12,-0.39,-0.002299257,169.23,-29.96,-0.110549426,241.05,1.59,0.02387029,68.2
Bronx,8/25/2021,-90,-0.27607362,-1,-0.008748141,113.31,-3.53,-0.023082456,149.4,-3.94,-0.026044421,147.34,1.59,0.02387029,68.2
Erie,8/25/2021,34,0.354166667,10.73,0.095649848,122.91,1.9,0.011233962,171.03,21.81,0.085425561,277.12,1.59,0.02387029,68.2
Kings,8/25/2021,-56,-0.112224449,-0.41,-0.003055142,133.79,-0.14,-0.00088872,157.39,-0.25,-0.00159388,156.6,1.59,0.02387029,68.2
Monroe,8/25/2021,63,0.594339623,-3.4,-0.042084416,77.39,-0.05,-0.000300589,166.29,2.01,0.008828568,229.68,1.59,0.02387029,68.2
Nassau,8/25/2021,3,0.010204082,-0.98,-0.007627053,127.51,4.75,0.030487805,160.55,1.77,0.009844819,181.56,1.59,0.02387029,68.2
New York,8/25/2021,132,0.519685039,1.47,0.014745712,101.16,0.29,0.002621824,110.9,-0.37,-0.003380848,109.07,1.59,0.02387029,68.2
Onondaga,8/25/2021,29,0.743589744,0.77,0.004528346,170.81,3.52,0.018163055,197.32,37.8,0.163586792,268.87,1.59,0.02387029,68.2
Queens,8/25/2021,-131,-0.297727273,-0.43,-0.003538512,121.09,-2.76,-0.017803006,152.27,-5.87,-0.038423774,146.9,1.59,0.02387029,68.2
Richmond,8/25/2021,-25,-0.172413793,-2.71,-0.021216629,125.02,-1.99,-0.013098137,149.94,-2.42,-0.015555698,153.15,1.59,0.02387029,68.2
Suffolk,8/25/2021,108,0.346153846,-1.8,-0.010904465,163.27,1.58,0.009424958,169.22,-17.22,-0.058287919,278.21,1.59,0.02387029,68.2
